Time	Especie_1	Especie_2	Especie_3	Especie_4	Especie_5	
0.00	0.6077	0.7263	0.7280	0.8673	0.5051	
0.01	0.6968	0.7241	0.7497	0.8043	0.5633	
0.02	0.6541	0.7611	0.7670	0.8149	0.5674	
0.03	0.6922	0.7990	0.7533	0.8190	0.5892	
0.04	0.7469	0.8430	0.8044	0.7803	0.6630	
0.05	0.6624	0.8387	0.7929	0.7835	0.6387	
0.06	0.6767	0.8648	0.7218	0.8020	0.6339	
0.07	0.6376	0.9175	0.6983	0.8216	0.6316	
0.08	0.5530	0.8886	0.6736	0.8007	0.6155	
0.09	0.5792	0.9110	0.6617	0.8151	0.6144	
0.10	0.6232	0.8719	0.7061	0.8076	0.6377	
0.11	0.6780	0.9302	0.6659	0.8325	0.6965	
0.12	0.6712	0.9903	0.6251	0.8726	0.6885	
0.13	0.6571	1.0070	0.6349	0.8573	0.7252	
0.14	0.6397	1.0988	0.6552	0.8809	0.7697	
0.15	0.7752	1.1606	0.6416	0.8757	0.8623	
0.16	0.8132	1.1379	0.6707	0.9241	0.7884	
0.17	0.7727	1.0863	0.6774	0.9407	0.7587	
0.18	0.8713	1.1067	0.6874	0.9373	0.8802	
0.19	0.8909	1.0692	0.7111	0.9934	0.8724	
0.20	0.8384	1.0618	0.7019	1.0204	0.8777	
0.21	0.8735	1.1378	0.6843	1.0405	0.9576	
0.22	0.9585	1.1189	0.6786	1.0676	0.9506	
0.23	1.0388	1.0948	0.7063	1.0960	0.9250	
0.24	1.0189	1.0583	0.7686	1.0608	0.9046	
0.25	1.0769	1.0842	0.8334	1.0873	0.9040	
0.26	1.0765	1.1338	0.8917	1.0829	0.9661	
0.27	1.1033	1.1200	0.9255	1.0625	1.0179	
0.28	1.0445	0.9895	0.8864	1.0525	0.8810	
0.29	1.0062	1.0474	0.8955	1.0318	0.9682	
0.30	1.0720	1.1671	0.8412	1.0653	1.0182	
0.31	1.0606	1.2323	0.8240	1.0544	1.0405	
0.32	1.0824	1.2465	0.8563	1.0215	1.1105	
0.33	0.9424	1.1774	0.8894	1.0160	0.9765	
0.34	0.9008	1.1333	0.9575	0.9830	0.9553	
0.35	0.9056	1.1301	1.0109	0.9418	1.0553	
0.36	0.9573	1.2272	1.0907	0.9734	1.0852	
0.37	0.9872	1.1985	1.1849	0.9846	1.0631	
0.38	0.9643	1.2509	1.1337	1.0072	1.1389	
0.39	0.9632	1.2756	1.1518	0.9841	1.1533	
0.40	0.8943	1.2579	1.1737	0.9700	1.1263	
0.41	1.0621	1.2332	1.0567	1.0071	1.1917	
0.42	1.0763	1.2083	0.9552	1.0179	1.2070	
0.43	1.0987	1.1458	0.9373	1.0732	1.1974	
0.44	0.9991	1.1240	0.8887	1.1316	1.0478	
0.45	1.0455	1.2192	0.9347	1.0569	1.2907	
0.46	1.0683	1.3241	0.8758	1.0303	1.5253	
0.47	1.1412	1.3109	0.9112	1.0081	1.7133	
0.48	1.0140	1.2530	0.9077	0.9887	1.6576	
0.49	1.1805	1.3685	0.8948	0.9654	2.0136	
0.50	1.2162	1.3608	0.8204	1.0040	1.9752	
0.51	1.1430	1.3729	0.8376	0.9546	2.0561	
0.52	1.1793	1.2885	0.7426	0.9426	2.1604	
0.53	1.1215	1.3065	0.7060	0.9390	2.0879	
0.54	1.1038	1.2853	0.6985	0.9046	2.2118	
0.55	1.0770	1.3537	0.7511	0.9015	2.2536	
0.56	1.2565	1.3688	0.7324	0.9151	2.5711	
0.57	1.1720	1.3179	0.7539	0.9371	2.3908	
0.58	1.2460	1.2880	0.8075	0.9417	2.4635	
0.59	1.1721	1.2206	0.7450	0.9585	2.1499	
0.60	1.2651	1.2512	0.7570	0.9134	2.4868	
0.61	1.2284	1.3106	0.6713	0.9208	2.5167	
0.62	1.1802	1.3410	0.7129	0.9442	2.2813	
0.63	1.4437	1.2795	0.6665	0.9935	2.4491	
0.64	1.4515	1.2251	0.6912	1.0029	2.3671	
0.65	1.6065	1.2647	0.6669	1.0300	2.5655	
0.66	1.5314	1.3350	0.6652	1.0147	2.8067	
0.67	1.4946	1.2722	0.6795	1.0652	2.4009	
0.68	1.4524	1.2327	0.7832	1.0803	2.1857	
0.69	1.5149	1.3082	0.7537	1.0541	2.5102	
0.70	1.5135	1.2386	0.7597	1.0952	2.1999	
0.71	1.6168	1.2051	0.6716	1.1462	2.3222	
0.72	1.6301	1.1268	0.6793	1.1230	2.3920	
0.73	1.6835	1.0613	0.6846	1.1001	2.3383	
0.74	1.7162	1.0562	0.7680	1.0894	2.2801	
0.75	1.7961	1.1592	0.7635	1.0840	2.4786	
0.76	1.7942	1.2270	0.7890	1.0604	2.5268	
0.77	1.6814	1.1824	0.7600	1.0999	2.0473	
0.78	1.8188	1.1141	0.7726	1.1254	2.0504	
0.79	2.1232	1.1179	0.7613	1.1195	2.3933	
0.80	2.2391	1.0831	0.7211	1.1385	2.6202	
0.81	2.3534	1.0424	0.7866	1.1389	2.6553	
0.82	2.1904	1.0093	0.7881	1.0421	2.8043	
0.83	2.0760	1.0712	0.8013	0.9698	3.0676	
0.84	2.3346	1.0530	0.8259	1.0276	2.9637	
0.85	2.0439	1.0793	0.8122	1.0176	2.8077	
0.86	2.0230	1.1005	0.7412	1.0992	2.3527	
0.87	1.8721	1.1274	0.8389	1.0222	2.3026	
0.88	2.0778	1.1060	0.8603	1.0282	2.4818	
0.89	1.6649	1.1502	0.8566	1.0083	2.4599	
0.90	1.4979	1.1811	0.8433	1.0069	2.3925	
0.91	1.5264	1.1957	0.7810	1.0129	2.3742	
0.92	1.4082	1.2266	0.7418	1.0242	2.1754	
0.93	1.3970	1.3943	0.7601	1.0623	2.1125	
0.94	1.5247	1.3691	0.8158	1.0360	2.2841	
0.95	1.4304	1.2956	0.8399	1.0879	2.0816	
0.96	1.3308	1.3694	0.9101	1.0695	2.0896	
0.97	1.3518	1.3679	0.8191	1.1507	2.1426	
0.98	1.5385	1.2196	0.8537	1.1757	2.0324	
0.99	1.4181	1.2236	0.8788	1.1402	2.2743	
1.00	1.4572	1.2371	0.8718	1.1394	2.2906	
1.01	1.4222	1.1391	0.9224	1.1797	1.9288	
1.02	1.3029	1.1808	0.9924	1.2379	1.7168	
1.03	1.4165	1.1471	1.0650	1.2124	1.8846	
1.04	1.5528	1.1342	1.1381	1.2582	1.8273	
1.05	1.3656	1.0592	1.1313	1.2115	1.7120	
1.06	1.3253	0.9959	1.0170	1.2058	1.5677	
1.07	1.4238	0.9446	0.9882	1.1722	1.6971	
1.08	1.4470	0.9515	0.9148	1.1085	1.8918	
1.09	1.6843	0.9557	0.9526	1.1211	2.0887	
1.10	1.7102	1.0116	0.9190	1.1554	2.1806	
1.11	1.8847	1.0413	0.9389	1.1806	2.2683	
1.12	1.7095	1.0494	0.9269	1.1203	2.1992	
1.13	1.7254	0.9662	0.9300	1.1626	2.0391	
1.14	1.6402	0.9707	0.9866	1.1520	1.9181	
1.15	1.5392	0.9655	1.1016	1.0910	2.0173	
1.16	1.4607	0.9983	1.0476	1.1402	1.7341	
1.17	1.5258	0.9356	1.0585	1.2037	1.5605	
1.18	1.6486	0.9746	1.0365	1.2319	1.6935	
1.19	1.5303	1.0041	1.1428	1.1641	1.7419	
1.20	1.6324	1.0072	1.2235	1.0966	1.9375	
1.21	1.4777	0.9657	1.2710	1.1485	1.6234	
1.22	1.5879	0.9676	1.2662	1.2016	1.5620	
1.23	1.5056	0.9843	1.1403	1.1568	1.5710	
1.24	1.6246	0.9760	1.0848	1.1897	1.6359	
1.25	1.5634	1.0152	1.0740	1.1427	1.7631	
1.26	1.4647	1.0206	0.9635	1.1402	1.7713	
1.27	1.4644	1.0913	1.0137	1.1339	1.7369	
1.28	1.3916	1.0708	0.8877	1.1682	1.6582	
1.29	1.3870	1.0185	0.9245	1.1961	1.4734	
1.30	1.6074	1.0294	0.8359	1.1788	1.7089	
1.31	1.6251	1.0293	0.7571	1.2288	1.6767	
1.32	1.6038	1.0534	0.7836	1.2119	1.7489	
1.33	1.5832	1.0989	0.8460	1.1307	2.0067	
1.34	1.4664	1.0710	0.8442	1.1265	1.8768	
1.35	1.5165	1.1092	0.9017	1.1070	1.9926	
1.36	1.6484	1.0566	0.9249	1.1455	1.9637	
1.37	1.5526	1.0867	0.8717	1.1224	1.8716	
1.38	1.5842	0.9777	0.8288	1.1698	1.6279	
1.39	1.7507	1.0224	0.8160	1.1969	1.8028	
1.40	1.7981	1.0775	0.8697	1.1977	1.7562	
1.41	1.8331	1.0955	0.8541	1.2284	1.8834	
1.42	1.9618	1.0254	0.7759	1.2780	1.7668	
1.43	2.0814	1.0860	0.7399	1.3080	1.8837	
1.44	1.7867	1.0871	0.8038	1.2214	1.8753	
1.45	2.1006	1.1461	0.7548	1.2637	2.0429	
1.46	2.1757	1.1532	0.7751	1.3072	1.9107	
1.47	2.0695	1.1944	0.7182	1.3133	1.9469	
1.48	2.3697	1.1319	0.6909	1.3439	2.0509	
1.49	2.3478	1.1340	0.7272	1.3699	2.0142	
1.50	2.3518	1.1318	0.6992	1.3413	2.0986	
1.51	2.2042	1.1587	0.6996	1.3358	2.0187	
1.52	2.2508	1.1475	0.7388	1.3054	2.1388	
1.53	2.2379	1.1541	0.8199	1.3142	2.2112	
1.54	2.3429	1.1499	0.8843	1.3017	2.3990	
1.55	2.6356	1.0983	0.9192	1.3327	2.5387	
1.56	2.3769	1.1548	0.9088	1.3264	2.3618	
1.57	2.4052	1.1057	0.9496	1.3314	2.2518	
1.58	2.3661	1.1268	0.9182	1.3753	2.2394	
1.59	2.4902	1.1509	0.9723	1.4215	2.5367	
1.60	2.4038	1.0897	1.0757	1.4233	2.2711	
1.61	2.4248	1.0339	1.0854	1.4213	2.4112	
1.62	2.1812	1.1119	1.0269	1.3509	2.6109	
1.63	1.8060	1.1246	0.9902	1.3483	2.3402	
1.64	1.6506	1.1489	1.0432	1.3297	2.1683	
1.65	1.7132	1.1259	0.9956	1.3403	2.3041	
1.66	1.6090	1.1473	0.9414	1.3827	2.3456	
1.67	1.7122	1.0861	0.9866	1.3087	2.5506	
1.68	1.7396	1.0849	0.9170	1.2815	2.7548	
1.69	1.8075	1.0453	0.9598	1.2846	2.6549	
1.70	1.8499	1.0799	0.9320	1.2865	2.7882	
1.71	1.8371	1.0527	0.9029	1.3756	2.7038	
1.72	1.7013	1.0502	0.9063	1.3255	2.8986	
1.73	1.6142	1.0407	0.8908	1.2865	2.7402	
1.74	1.8856	1.0741	0.9569	1.2266	3.2497	
1.75	1.9628	1.0827	0.9463	1.2094	3.4835	
1.76	2.2351	1.0457	0.8897	1.1609	4.0627	
1.77	2.1877	1.0467	0.9305	1.1663	3.9464	
1.78	2.0630	1.0566	0.8878	1.1535	3.8410	
1.79	2.0155	1.0756	0.8765	1.2495	3.3787	
1.80	1.8521	1.0926	0.9246	1.1616	3.6651	
1.81	1.7738	1.1418	0.9409	1.1353	3.7599	
1.82	1.9272	1.1718	0.9418	1.1523	3.8292	
1.83	2.0307	1.2144	0.9813	1.1403	3.8574	
1.84	1.9021	1.3009	0.9663	1.1676	3.7720	
1.85	1.7469	1.2887	0.8998	1.1944	3.4370	
1.86	1.7429	1.3855	0.8464	1.2799	3.3631	
1.87	1.7218	1.3530	0.8985	1.2874	3.0266	
1.88	1.7773	1.3297	0.9374	1.3258	2.9490	
1.89	2.0098	1.2527	0.9580	1.3021	3.4638	
1.90	2.0685	1.1224	0.8159	1.3265	3.3217	
1.91	2.0829	1.1136	0.7843	1.3805	3.1137	
1.92	1.9601	1.1819	0.7764	1.4158	3.1937	
1.93	1.8797	1.2322	0.7131	1.4702	3.1373	
1.94	1.8616	1.2171	0.7724	1.4758	3.0495	
1.95	2.0683	1.2360	0.7380	1.5066	3.2049	
1.96	2.1335	1.3210	0.7359	1.4540	3.5311	
1.97	2.1266	1.4169	0.7074	1.4492	3.7134	
1.98	2.0450	1.4067	0.7380	1.4225	3.8020	
1.99	2.2443	1.3143	0.7271	1.3792	4.1272	
2.00	2.1990	1.2694	0.7363	1.3854	3.8741	
2.01	2.1317	1.1723	0.7821	1.4445	3.2319	
2.02	2.0312	1.0918	0.6902	1.4844	3.0356	
2.03	2.0064	1.0483	0.7012	1.4967	2.7736	
2.04	2.1855	1.0861	0.7113	1.5740	2.7726	
2.05	1.9946	1.1135	0.6689	1.6664	2.4537	
2.06	1.9251	1.0936	0.7163	1.6067	2.6667	
2.07	2.1016	1.1514	0.7376	1.5994	2.8293	
2.08	2.2535	1.0947	0.7337	1.6084	2.9658	
2.09	2.4524	1.0665	0.7577	1.5713	3.0732	
2.10	2.7121	1.1085	0.8666	1.5933	3.1397	
2.11	2.5819	1.1886	0.8411	1.6242	3.1187	
2.12	2.4540	1.2116	0.8035	1.6726	2.9792	
2.13	2.7229	1.2979	0.7872	1.7134	3.2637	
2.14	2.8160	1.2896	0.8549	1.6974	3.3519	
2.15	2.5550	1.2185	0.7784	1.8142	2.7955	
2.16	2.5635	1.1362	0.7620	1.7521	2.7227	
2.17	2.7486	1.0961	0.6955	1.8494	2.6238	
2.18	2.7922	1.1107	0.7322	1.7364	2.9911	
2.19	2.8720	1.0800	0.7267	1.7784	2.9520	
2.20	2.9673	1.1420	0.7738	1.7743	3.1723	
2.21	3.2182	1.2146	0.8310	1.8281	3.3384	
2.22	3.1668	1.0767	0.8640	1.9028	2.7547	
2.23	3.2394	1.1392	0.9165	1.8136	3.0671	
2.24	3.6813	1.1376	0.9242	1.9539	2.9751	
2.25	3.6489	1.1213	0.9635	1.8727	3.1586	
2.26	3.5139	1.1136	0.9182	2.0704	2.4815	
2.27	3.6729	1.1221	1.0100	2.0500	2.7464	
2.28	4.2037	1.1597	0.9879	2.0208	3.0159	
2.29	3.8144	1.1302	0.9478	2.0082	3.0143	
2.30	3.7260	1.1498	0.8908	1.8743	3.2046	
2.31	3.6441	1.2156	0.9503	1.8743	3.2384	
2.32	4.0153	1.1550	0.9629	1.9073	3.6088	
2.33	4.1629	1.1699	0.9805	1.8797	3.9478	
2.34	4.4150	1.1118	0.9948	1.9802	3.7222	
2.35	4.3835	1.1242	1.0736	1.9562	3.7948	
2.36	4.4689	1.1242	1.1782	1.9807	3.6903	
2.37	4.3191	1.0573	1.2282	2.0088	3.5139	
2.38	4.0048	1.0040	1.3847	2.0321	3.0561	
2.39	4.2287	1.1389	1.5126	1.9764	3.4527	
2.40	4.6348	1.1733	1.4811	2.1113	3.3624	
2.41	4.6645	1.2863	1.4800	2.0167	3.7848	
2.42	4.8693	1.3770	1.4780	1.9318	4.0570	
2.43	5.6234	1.2994	1.6800	1.8627	4.5753	
2.44	5.3110	1.3825	1.6772	1.8390	4.6657	
2.45	4.8145	1.4187	1.5749	1.8077	4.6374	
2.46	5.4741	1.3828	1.6013	1.7536	5.2828	
2.47	5.2548	1.3402	1.5422	1.7339	5.1724	
2.48	5.2171	1.3340	1.6319	1.6420	5.2027	
2.49	4.5272	1.3912	1.5890	1.7068	4.8308	
2.50	4.5082	1.3026	1.7775	1.7139	4.4103	
2.51	4.6887	1.1439	1.7262	1.6073	4.5192	
2.52	4.2617	1.2009	1.7268	1.6343	4.2897	
2.53	4.3782	1.1582	1.7553	1.5980	4.4360	
2.54	4.4738	1.2102	1.8573	1.6396	4.1460	
2.55	4.5390	1.2524	1.7716	1.6482	4.3208	
2.56	4.0828	1.2528	1.7898	1.6139	4.0454	
2.57	4.3665	1.2591	1.8534	1.6603	4.1728	
2.58	4.4116	1.1982	1.9779	1.7168	3.7227	
2.59	4.3436	1.1569	2.0377	1.6419	3.8277	
2.60	4.5615	1.1378	1.8917	1.7098	3.7833	
2.61	4.7449	1.2244	2.0830	1.7824	3.9091	
2.62	4.9384	1.2643	1.9482	1.8616	4.0179	
2.63	5.0889	1.2863	2.0304	1.8754	4.0747	
2.64	4.7039	1.2826	2.0153	1.8736	3.8561	
2.65	5.0162	1.3521	2.0715	1.9534	3.6970	
2.66	5.1026	1.4335	2.1038	1.9999	3.8442	
2.67	5.2015	1.4376	2.0824	1.9523	4.0952	
2.68	5.3644	1.3451	1.9143	2.0842	3.8600	
2.69	6.1561	1.2588	1.8750	2.0614	4.0932	
2.70	6.6329	1.2358	1.7666	2.0296	4.5379	
2.71	6.4408	1.1560	1.7128	2.0761	3.9729	
2.72	7.4360	1.1443	1.7735	1.9893	4.6839	
2.73	7.3056	1.1337	1.8467	2.0343	4.2556	
2.74	6.4046	1.2413	1.7578	2.0306	4.3605	
2.75	5.9898	1.2968	1.6881	2.1136	4.0610	
2.76	5.9729	1.1986	1.7019	2.0888	3.9459	
2.77	5.6779	1.2151	1.8109	1.9449	3.8982	
2.78	5.6194	1.2343	1.9917	2.1045	3.6878	
2.79	5.1373	1.2381	2.1694	2.1005	3.6095	
2.80	5.3780	1.1820	2.4179	2.2362	3.1015	
2.81	5.0489	1.1182	2.4795	2.2625	2.9258	
2.82	5.5443	1.0172	2.7244	2.3792	2.7033	
2.83	5.5670	0.9726	2.5008	2.4744	2.3735	
2.84	6.0534	0.9590	2.6102	2.4278	2.5678	
2.85	5.6839	0.9050	2.4493	2.4261	2.4009	
2.86	6.1960	0.9388	2.4261	2.4070	2.5988	
2.87	5.4707	1.0080	2.3415	2.4832	2.2757	
2.88	6.0525	1.0831	2.8059	2.4288	2.6812	
2.89	6.2834	1.1234	2.7470	2.4432	2.8557	
2.90	6.1964	1.1418	2.7944	2.4097	2.9022	
2.91	6.4759	1.0651	2.9332	2.3183	3.0536	
2.92	6.7597	1.1401	3.2029	2.3159	3.1307	
2.93	6.6523	1.1532	3.5332	2.2363	3.2680	
2.94	6.6559	1.0922	3.6218	2.2363	3.3038	
2.95	6.7426	1.1847	4.0035	2.2007	3.3274	
2.96	7.1203	1.1396	3.9889	2.2111	3.1709	
2.97	6.8031	1.0477	4.0096	2.2571	2.9373	
2.98	7.5496	1.0903	4.1392	2.2496	3.3233	
2.99	7.7671	1.0119	4.2577	2.2078	3.3950	
3.00	8.2642	1.0464	3.9872	2.1345	3.7407	
3.01	7.8650	1.1247	3.8083	2.2027	3.3970	
3.02	7.3804	1.0568	3.7978	2.0896	3.5648	
3.03	7.3889	1.1515	4.3503	2.0721	3.6313	
3.04	8.0053	1.1566	4.7191	2.1251	3.9732	
3.05	8.2553	1.0885	4.4531	2.1134	3.9487	
3.06	8.3098	1.0355	4.6069	2.0942	4.0857	
3.07	8.3144	1.0204	4.5329	2.0437	4.0591	
3.08	7.9112	1.0637	4.1818	2.0689	3.9301	
3.09	7.7751	1.0572	3.6328	2.1319	4.1156	
3.10	7.3106	1.0292	3.5946	2.1563	3.8025	
3.11	6.5024	1.0901	3.3470	2.2263	3.8404	
3.12	6.1310	1.1303	3.2559	2.4156	3.3240	
3.13	6.6657	1.0898	3.5701	2.3680	3.5017	
3.14	6.6816	1.0311	3.3574	2.4397	3.3688	
3.15	6.5131	1.0689	3.5163	2.4207	3.6952	
3.16	6.4807	1.0242	3.3147	2.4541	3.4231	
3.17	6.5574	1.0389	3.3950	2.4121	3.3740	
3.18	6.3278	1.0576	3.2668	2.4803	3.3295	
3.19	6.7450	1.0628	3.2747	2.3695	3.6673	
3.20	6.3619	1.0662	3.3352	2.4130	3.4466	
3.21	7.4604	1.0802	3.1799	2.5505	3.5948	
3.22	7.2076	1.1232	3.2587	2.6150	3.6258	
3.23	6.3229	1.1782	2.9966	2.5989	3.4193	
3.24	6.2717	1.1370	2.7220	2.7445	3.2207	
3.25	6.2277	1.1545	2.8806	2.7306	3.2573	
3.26	6.3162	1.0463	2.8273	2.7579	3.0766	
3.27	6.4363	1.0156	2.9135	2.7563	3.1241	
3.28	6.2967	0.9674	2.7029	2.7858	3.0977	
3.29	5.9942	0.9585	2.8990	2.7667	2.9557	
3.30	5.7908	0.9748	3.0517	2.7848	2.9132	
3.31	5.9870	0.9390	3.2766	2.8009	2.9008	
3.32	6.3774	0.9747	3.1372	2.9207	2.8767	
3.33	5.4415	0.9996	3.5424	2.8156	2.6601	
3.34	5.3074	0.9283	3.8024	2.8626	2.4625	
3.35	4.7607	1.0167	3.4127	2.7578	2.6761	
3.36	4.2330	0.9880	3.2547	2.8154	2.3350	
3.37	4.2565	1.1168	3.3660	2.8490	2.4879	
3.38	4.0041	1.1570	3.7289	2.9023	2.2515	
3.39	3.5576	1.2643	3.6694	2.9149	2.2089	
3.40	3.7367	1.2670	3.5588	2.9929	2.2502	
3.41	3.6661	1.3473	3.7320	3.1168	2.1510	
3.42	3.7814	1.4348	3.3942	3.2162	2.0884	
3.43	3.9118	1.4361	3.5802	3.1182	2.1193	
3.44	3.5765	1.4552	3.8132	2.9317	2.3696	
3.45	3.4368	1.5582	4.0806	2.9529	2.3055	
3.46	3.3546	1.4005	4.5534	2.8301	2.3193	
3.47	3.3044	1.3588	5.2062	2.7338	2.1108	
3.48	3.2686	1.3362	5.1440	2.5731	2.3444	
3.49	3.4918	1.3736	4.6567	2.6065	2.5766	
3.50	3.8617	1.3592	4.7360	2.6499	2.6774	
3.51	3.8515	1.4104	4.2730	2.6102	2.9803	
3.52	3.9934	1.4583	4.4906	2.5308	3.4599	
3.53	4.1542	1.4519	4.5705	2.4916	3.4434	
3.54	3.8375	1.5437	4.8018	2.3811	3.4555	
3.55	3.9676	1.6864	5.1579	2.3723	3.6553	
3.56	4.2086	1.6715	5.1457	2.3103	3.6459	
3.57	3.6760	1.7893	5.1610	2.3271	3.5104	
3.58	3.8904	1.7565	4.8865	2.3460	3.4326	
3.59	4.0461	1.8215	5.2277	2.2671	3.8232	
3.60	4.0907	1.7987	4.9762	2.2941	3.9182	
3.61	3.7081	1.8220	5.3355	2.3017	3.4812	
3.62	3.9610	1.8154	5.2569	2.2675	3.6819	
3.63	3.9827	1.7273	5.6429	2.1914	3.6486	
3.64	4.2539	1.9056	5.3849	2.2469	3.9947	
3.65	4.3549	2.0184	5.1880	2.3449	3.9296	
3.66	4.9602	1.9698	4.7825	2.4002	3.9895	
3.67	5.3138	2.0062	4.9410	2.3232	4.2122	
3.68	5.3504	1.9470	5.1916	2.4073	3.8055	
3.69	5.4063	1.9151	4.8699	2.4134	3.6348	
3.70	5.9598	1.9908	4.9351	2.4451	3.7627	
3.71	5.5573	2.0382	4.9857	2.6710	3.2900	
3.72	5.6591	2.0047	5.1739	2.6695	3.4837	
3.73	5.7594	1.9506	4.9176	2.6525	3.4611	
3.74	5.5648	1.9383	5.0508	2.5827	3.3177	
3.75	5.8636	1.7554	5.6321	2.5113	3.2102	
3.76	6.0153	1.8134	5.6631	2.5293	3.1054	
3.77	6.7966	1.8240	5.9580	2.5268	3.2060	
3.78	7.3722	1.8118	6.2716	2.5105	3.4242	
3.79	7.3803	1.7472	6.4573	2.6092	3.0772	
3.80	7.0324	1.7424	6.5614	2.6367	3.0662	
3.81	6.7334	1.6819	6.3849	2.6601	2.8262	
3.82	7.1383	1.5432	6.3896	2.7029	2.8467	
3.83	7.3869	1.5028	7.0608	2.7565	2.7629	
3.84	7.8682	1.3786	6.7675	2.8160	2.7722	
3.85	7.7653	1.3996	6.3702	2.8305	2.8268	
3.86	8.0900	1.3722	6.6052	2.8596	2.7072	
3.87	7.7258	1.3970	6.7523	2.7866	2.7319	
3.88	7.9876	1.3164	6.7896	2.7403	2.8200	
3.89	7.8783	1.2197	6.7654	2.7809	2.6438	
3.90	8.0322	1.2426	6.7746	2.8388	2.6702	
3.91	7.9254	1.2629	7.1825	2.8871	2.3029	
3.92	7.6896	1.2406	7.1134	2.7864	2.3860	
3.93	7.3696	1.2835	7.6559	2.8394	2.2427	
3.94	8.0044	1.2905	8.0814	2.8601	2.3326	
3.95	8.8581	1.2709	8.2854	3.0809	2.2073	
3.96	9.3816	1.2670	8.0779	3.1517	2.2345	
3.97	9.7905	1.2003	8.3082	3.3293	1.9948	
3.98	9.9360	1.1780	8.1467	3.2694	2.1009	
3.99	9.9145	1.1787	8.0899	3.2580	2.1005	
4.00	9.0065	1.2021	8.0410	3.1738	2.0745	
4.01	8.5983	1.1403	8.8391	3.0517	1.8368	
4.02	8.3527	1.1834	8.8055	3.1493	1.7996	
4.03	8.2809	1.1652	9.6520	3.0434	1.9291	
4.04	8.0774	1.0725	9.8737	2.9939	1.7809	
4.05	8.1755	1.0207	9.1113	2.9287	2.0515	
4.06	8.3996	1.0176	7.6694	3.0411	2.0491	
4.07	8.7883	0.9657	7.3612	3.1775	2.1240	
4.08	9.4439	0.9867	7.1603	3.1177	2.5074	
4.09	9.7192	0.9603	6.6594	3.1435	2.6748	
4.10	10.8636	0.9579	7.0083	3.1059	2.9194	
4.11	10.7479	0.9609	6.1702	3.2341	2.9051	
4.12	11.3186	0.9384	6.7440	3.1926	3.0127	
4.13	11.1383	0.8840	6.3545	3.2541	2.8822	
4.14	11.8287	0.8885	7.4728	3.2153	2.7977	
4.15	11.6934	0.8505	6.7492	3.0566	2.8152	
4.16	12.8831	0.8239	6.9440	3.1958	2.8417	
4.17	13.1449	0.8256	6.6605	3.0944	3.0331	
4.18	13.8398	0.8811	6.8831	2.9442	3.7480	
4.19	13.9563	0.8931	6.8218	2.8530	3.8601	
4.20	13.5360	0.8646	7.3782	2.9180	3.7069	
4.21	13.6571	0.8454	6.7784	2.9827	3.6724	
4.22	14.1558	0.8158	6.7425	2.9380	3.7144	
4.23	13.7121	0.7919	6.3083	3.1303	3.2246	
4.24	14.7030	0.8110	6.1804	3.3769	2.8650	
4.25	14.5255	0.8732	6.3004	3.3817	3.0011	
4.26	13.8702	0.8794	6.6858	3.1673	3.2016	
4.27	13.7884	0.9267	6.1018	3.1150	3.5500	
4.28	13.0255	0.9140	6.0303	3.2250	3.4341	
4.29	12.4028	0.8833	5.4318	3.3179	2.9738	
4.30	12.1051	0.8874	4.6831	3.5680	2.7203	
4.31	11.5591	0.9125	5.2964	3.4944	2.8203	
4.32	11.7585	0.8244	4.8967	3.5392	2.7942	
4.33	11.0770	0.8465	4.9752	3.2696	3.2014	
4.34	10.5970	0.8221	4.8508	2.9098	3.4703	
4.35	10.0505	0.8198	4.3691	2.9682	3.2763	
4.36	8.8574	0.8437	4.5773	2.8669	3.1657	
4.37	8.0977	0.9076	4.3537	2.8378	3.0991	
4.38	8.5367	0.9022	4.3139	2.9333	3.0493	
4.39	8.0324	0.8645	4.4231	3.0045	2.6794	
4.40	8.0108	0.8522	4.4313	2.9637	2.5287	
4.41	8.1537	0.8965	4.4924	2.9808	2.7333	
4.42	7.6020	0.8793	4.6623	2.9263	2.5009	
4.43	8.0408	0.8813	5.0221	2.8613	2.7967	
4.44	8.3160	0.8200	4.7597	2.8678	2.6669	
4.45	8.2335	0.7822	4.2032	2.7743	2.7502	
4.46	8.3436	0.7855	4.2392	2.8747	2.5919	
4.47	8.9428	0.7407	4.3554	2.8954	2.3601	
4.48	8.2057	0.7496	4.6021	2.8846	2.2117	
4.49	7.9339	0.7465	4.4353	2.7401	2.2962	
4.50	7.2608	0.7559	4.4915	2.6081	2.3275	
4.51	6.9759	0.7537	4.2407	2.6169	2.2330	
4.52	7.3583	0.7483	4.4500	2.6602	2.2503	
4.53	7.3827	0.7850	4.7688	2.5798	2.4491	
4.54	7.0253	0.7802	4.9068	2.6107	2.2972	
4.55	7.6626	0.8322	4.4263	2.7416	2.4453	
4.56	7.5196	0.8093	5.1415	2.6856	2.4735	
4.57	7.8910	0.8976	5.4764	2.7976	2.7816	
4.58	8.0501	0.8820	5.7288	2.8668	2.8278	
4.59	8.0460	0.8864	6.3318	2.8827	2.8860	
4.60	8.7742	0.9249	6.2521	2.8982	2.9493	
4.61	7.9505	0.9411	6.5851	2.7656	3.1707	
4.62	7.0892	0.8887	7.1148	2.7919	2.6063	
4.63	6.8636	0.9196	6.9105	2.7678	2.6771	
4.64	6.6165	0.9018	6.4139	2.7024	2.5170	
